,SYMBOL_A,UNIPROT_AC_A,INTERACTION_TYPE,SYMBOL_B,UNIPROT_AC_B,SOURCE
0,GGA2,Q9UJY4,,ARF1,P84080,APID
1,GGA2,Q9UJY4,,MPRI,P11717,APID
2,GGA2,Q9UJY4,,HGS,O14964,APID
3,GGA2,Q9UJY4,,ARF6,P62331,APID
4,GGA2,Q9UJY4,,HD,P42858,APID
5,GGA2,Q9UJY4,,CAH8,P35219,APID
6,GGA2,Q9UJY4,,MEMO1,Q9Y316,APID
7,GGA2,Q9UJY4,,PIN1,Q13526,APID
8,GGA2,Q9UJY4,,TRI23,P36406,APID
9,GGA2,Q9UJY4,,EPN4,Q14677,APID
10,GGA2,Q9UJY4,,BACE1,P56817,APID
11,GGA2,Q9UJY4,,GGA2,Q9UJY4,APID
12,GGA2,Q9UJY4,,CLH1,Q00610,APID
13,GGA2,Q9UJY4,,ARF1,P84077,APID
14,GGA2,Q9UJY4,,ARF3,P61204,APID
15,GGA2,Q9UJY4,,MPRD,P20645,APID
16,GGA2,Q9UJY4,,NECP2,Q9NVZ3,APID
17,GGA2,Q9UJY4,,BACE2,Q9Y5Z0,APID
18,GGA2,Q9UJY4,,VPS18,Q9P253,APID
19,GGA2,Q9UJY4,,GGA3,Q9NZ52,APID
20,GGA2,Q9UJY4,,A4,P05067,APID
21,GGA2,Q9UJY4,,MAP1A,P78559,APID
22,GGA2,Q9UJY4,,RNF11,Q9Y3C5,APID
23,GGA2,Q9UJY4,,TOLIP,Q9H0E2,APID
24,GGA2,Q9UJY4,,Q7CIS3,Q7CIS3,APID
25,GGA2,Q9UJY4,,RABX5,O18973,APID
26,GGA2,Q9UJY4,,CLH1,P49951,APID
27,GGA2,Q9UJY4,,M3K1,Q62925,APID
28,GGA2,Q9UJY4,,SYNRG,Q9UMZ2,APID
29,GGA2,Q9UJY4,,RABE1,Q15276,APID
30,GGA2,Q9UJY4,,SORT,Q99523,APID
31,GGA2,Q9UJY4,,CLH1,P11442,APID
32,GGA2,Q9UJY4,,MPRI,Q07113,APID
33,GGA2,Q9UJY4,,LRP3,O75074,APID
34,GGA2,Q9UJY4,,SORL,Q92673,APID
35,GGA2,Q9UJY4,,O41957,O41957,APID
36,GGA2,Q9UJY4,,ATX1,P54253,APID
37,GGA2,Q9UJY4,,XPO1,Q6P5F9,APID
38,GGA2,Q9UJY4,,GOGA2,Q08379,APID
39,GGA2,Q9UJY4,,SPG21,Q9NZD8,APID
40,GGA2,Q9UJY4,,RT4I1,Q8WWV3,APID
41,GGA2,Q9UJY4,,AFTIN,Q6ULP2,APID
42,GGA2,Q9UJY4,,RABX5,Q9UJ41,APID
43,GGA2,Q9UJY4,,CCD91,Q7Z6B0,APID
44,GGA2,Q9UJY4,,STAB1,Q9NY15,APID
45,GGA2,Q9UJY4,,GGA1,Q9UJY5,APID
46,GGA2,Q9UJY4,,CPLX1,O14810,APID
47,GGA2,Q9UJY4,,TERA,P55072,APID
48,GGA2,Q9UJY4,,UBI4P,P0CG63,APID
49,GGA2,Q9UJY4,,M3K1,Q13233,APID
50,GGA2,Q9UJY4,,XPO1,O14980,APID
51,SQSTM,Q13501,,Q7CGR8,Q7CGR8,APID
52,SQSTM,Q13501,,VIF,P12504,APID
53,SQSTM,Q13501,,UBC,P0CG48,APID
54,SQSTM,Q13501,,TRAF6,Q9Y4K3,APID
55,SQSTM,Q13501,,MLP3C,Q9BXW4,APID
56,SQSTM,Q13501,,MLP3A,Q9H492,APID
57,SQSTM,Q13501,,GBRL2,P60520,APID
58,SQSTM,Q13501,,CASP8,Q14790,APID
59,SQSTM,Q13501,,UBB,P0CG47,APID
60,SQSTM,Q13501,,AINX,Q16352,APID
61,SQSTM,Q13501,,CRNN,Q9UBG3,APID
62,SQSTM,Q13501,,MARK2,Q7KZI7,APID
63,SQSTM,Q13501,,ECHA,P40939,APID
64,SQSTM,Q13501,,MICU1,Q9BPX6,APID
65,SQSTM,Q13501,,TR61B,Q9BVS5,APID
66,SQSTM,Q13501,,EMIL3,Q9NT22,APID
67,SQSTM,Q13501,,OSBL8,Q9BZF1,APID
68,SQSTM,Q13501,,LAGE3,Q14657,APID
69,SQSTM,Q13501,,DIP2B,Q9P265,APID
70,SQSTM,Q13501,,MICU2,Q8IYU8,APID
71,SQSTM,Q13501,,STK3,Q13188,APID
72,SQSTM,Q13501,,BL1S5,Q8TDH9,APID
73,SQSTM,Q13501,,TCAL2,Q9H3H9,APID
74,SQSTM,Q13501,,K2C4,P19013,APID
75,SQSTM,Q13501,,TMX1,Q9H3N1,APID
76,SQSTM,Q13501,,ABHDA,Q9NUJ1,APID
77,SQSTM,Q13501,,RM38,Q96DV4,APID
78,SQSTM,Q13501,,PEO1,Q96RR1,APID
79,SQSTM,Q13501,,TF3C1,Q12789,APID
80,SQSTM,Q13501,,ECHB,P55084,APID
81,SQSTM,Q13501,,ARIP4,Q9Y4B4,APID
82,SQSTM,Q13501,,YMEL1,Q96TA2,APID
83,SQSTM,Q13501,,L2GL1,Q15334,APID
84,SQSTM,Q13501,,NFM,P07197,APID
85,SQSTM,Q13501,,GSLG1,Q92896,APID
86,SQSTM,Q13501,,HLAH,P01893,APID
87,SQSTM,Q13501,,CDC45,O75419,APID
88,SQSTM,Q13501,,EPDR1,Q9UM22,APID
89,SQSTM,Q13501,,NIPS1,Q9BPW8,APID
90,SQSTM,Q13501,,K2C73,Q86Y46,APID
91,SQSTM,Q13501,,SQSTM,Q13501,APID
92,SQSTM,Q13501,,CLPB,Q9H078,APID
93,SQSTM,Q13501,,HACD3,Q9P035,APID
94,SQSTM,Q13501,,VIME,P08670,APID
95,SQSTM,Q13501,,NDUA5,Q16718,APID
96,SQSTM,Q13501,,SYPM,Q7L3T8,APID
97,SQSTM,Q13501,,NDUS2,O75306,APID
98,SQSTM,Q13501,,TM160,Q9NX00,APID
99,SQSTM,Q13501,,NSUN4,Q96CB9,APID
100,SQSTM,Q13501,,NIPS2,O75323,APID
101,SQSTM,Q13501,,PLEC,Q15149,APID
102,SQSTM,Q13501,,CHK1,O14757,APID
103,SQSTM,Q13501,,ANXA1,P04083,APID
104,SQSTM,Q13501,,CEP78,Q5JTW2,APID
105,SQSTM,Q13501,,EPIPL,P58107,APID
106,SQSTM,Q13501,,GPC4,O75487,APID
107,SQSTM,Q13501,,COX11,Q9Y6N1,APID
108,SQSTM,Q13501,,ASPH,Q12797,APID
109,SQSTM,Q13501,,STK4,Q13043,APID
110,SQSTM,Q13501,,TF3C3,Q9Y5Q9,APID
111,SQSTM,Q13501,,ENPP1,P22413,APID
112,SQSTM,Q13501,,CTND1,O60716,APID
113,SQSTM,Q13501,,RT09,P82933,APID
114,SQSTM,Q13501,,TMLH,Q9NVH6,APID
115,SQSTM,Q13501,,SYSM,Q9NP81,APID
116,SQSTM,Q13501,,CDC37,Q16543,APID
117,SQSTM,Q13501,,SAV1,Q9H4B6,APID
118,SQSTM,Q13501,,SH3K1,Q96B97,APID
119,SQSTM,Q13501,,FHOD3,Q2V2M9,APID
120,SQSTM,Q13501,,SODC,P00441,APID
121,SQSTM,Q13501,,SMAD3,P84022,APID
122,SQSTM,Q13501,,WASH1,A8K0Z3,APID
123,SQSTM,Q13501,,Q6IAW1,Q6IAW1,APID
124,SQSTM,Q13501,,RXRA,P28700,APID
125,SQSTM,Q13501,,DAZP2,Q15038,APID
126,SQSTM,Q13501,,TOE1,Q96GM8,APID
127,SQSTM,Q13501,,COT2,P24468,APID
128,SQSTM,Q13501,,NTRK3,Q16288,APID
129,SQSTM,Q13501,,IRAK1,P51617,APID
130,SQSTM,Q13501,,NTRK2,Q16620,APID
131,SQSTM,Q13501,,GRB14,Q14449,APID
132,SQSTM,Q13501,,KCAB2,Q13303,APID
133,SQSTM,Q13501,,GBRR2,P28476,APID
134,SQSTM,Q13501,,GBRR1,P24046,APID
135,SQSTM,Q13501,,RL40,P62987,APID
136,SQSTM,Q13501,,TGFR1,P36897,APID
137,SQSTM,Q13501,,GRIA1,P42261,APID
138,SQSTM,Q13501,,GRIA3,P42263,APID
139,SQSTM,Q13501,,GRIA2,P42262,APID
140,SQSTM,Q13501,,LCK,P06239,APID
141,SQSTM,Q13501,,SYUA,P37840,APID
142,SQSTM,Q13501,,PTN13,Q12923,APID
143,SQSTM,Q13501,,ULK1,O75385,APID
144,SQSTM,Q13501,,TAU,P10636,APID
145,SQSTM,Q13501,,PEX5,P50542,APID
146,SQSTM,Q13501,,SHAN1,D3YZU1,APID
147,SQSTM,Q13501,,DLG4,Q62108,APID
148,SQSTM,Q13501,,NMDE1,P35436,APID
149,SQSTM,Q13501,,GRIA1,P23818,APID
150,SQSTM,Q13501,,ACHA7,P49582,APID
151,SQSTM,Q13501,,MYD88,Q99836,APID
152,SQSTM,Q13501,,M3K3,Q99759,APID
153,SQSTM,Q13501,,IRF8,Q02556,APID
154,SQSTM,Q13501,,RO52,P19474,APID
155,SQSTM,Q13501,,NF2L2,Q16236,APID
156,SQSTM,Q13501,,CUL3,Q13618,APID
157,SQSTM,Q13501,,STA5A,P42229,APID
158,SQSTM,Q13501,,ATG4B,Q9Y4P1,APID
159,SQSTM,Q13501,,CHM2B,Q9UQN3,APID
160,SQSTM,Q13501,,TADBP,Q13148,APID
161,SQSTM,Q13501,,CUL1,Q13616,APID
162,SQSTM,Q13501,,CUL2,Q13617,APID
163,SQSTM,Q13501,,HDAC6,Q9UBN7,APID
164,SQSTM,Q13501,,ATG7,O95352,APID
165,SQSTM,Q13501,,FUS,P35637,APID
166,SQSTM,Q13501,,RARA,P10276,APID
167,SQSTM,Q13501,,PRS7,P35998,APID
168,SQSTM,Q13501,,ARG28,Q8N1W1,APID
169,SQSTM,Q13501,,PAWR,Q96IZ0,APID
170,SQSTM,Q13501,,RPTOR,Q8N122,APID
171,SQSTM,Q13501,,MTOR,P42345,APID
172,SQSTM,Q13501,,AKTS1,Q96B36,APID
173,SQSTM,Q13501,,KS6B1,P23443,APID
174,SQSTM,Q13501,,RRAGC,Q9HB90,APID
175,SQSTM,Q13501,,RRAGB,Q5VZM2,APID
176,SQSTM,Q13501,,LIMD1,Q9UGP4,APID
177,SQSTM,Q13501,,CAV1,Q03135,APID
178,SQSTM,Q13501,,BID,P55957,APID
179,SQSTM,Q13501,,TNR6,P25445,APID
180,SQSTM,Q13501,,NOD2,Q9HC29,APID
181,SQSTM,Q13501,,MBP,P02686,APID
182,SQSTM,Q13501,,1433Z,P63104,APID
183,SQSTM,Q13501,,STXB1,P61764,APID
184,SQSTM,Q13501,,FKBP4,Q02790,APID
185,SQSTM,Q13501,,MEIS2,O14770,APID
186,SQSTM,Q13501,,TKT,P29401,APID
187,SQSTM,Q13501,,HSP74,P34932,APID
188,SQSTM,Q13501,,RELN,P78509,APID
189,SQSTM,Q13501,,KCC2A,Q9UQM7,APID
190,SQSTM,Q13501,,ULK2,Q8IYT8,APID
191,SQSTM,Q13501,,NCOR1,O75376,APID
192,SQSTM,Q13501,,KPCD,Q05655,APID
193,SQSTM,Q13501,,MK01,P28482,APID
194,SQSTM,Q13501,,CASP9,P55211,APID
195,SQSTM,Q13501,,HIF1A,Q16665,APID
196,SQSTM,Q13501,,PSD12,O00232,APID
197,SQSTM,Q13501,,PSMD3,O43242,APID
198,SQSTM,Q13501,,ISG15,P05161,APID
199,SQSTM,Q13501,,P85A,P27986,APID
200,SQSTM,Q13501,,UBC,Q63429,APID
201,SQSTM,Q13501,,UBC,P0CG50,APID
202,SQSTM,Q13501,,TRIB3,Q96RU7,APID
203,SQSTM,Q13501,,GAS6,Q14393,APID
204,SQSTM,Q13501,,NDUS3,O75489,APID
205,SQSTM,Q13501,,RRF2M,Q969S9,APID
206,SQSTM,Q13501,,CD48,P09326,APID
207,SQSTM,Q13501,,LDHA,P00338,APID
208,SQSTM,Q13501,,RCN2,Q14257,APID
209,SQSTM,Q13501,,KLHL3,Q9UH77,APID
210,SQSTM,Q13501,,NOTC1,P46531,APID
211,SQSTM,Q13501,,CP135,Q66GS9,APID
212,SQSTM,Q13501,,SAS6,Q6UVJ0,APID
213,SQSTM,Q13501,,CNTRL,Q7Z7A1,APID
214,SQSTM,Q13501,,TMM17,Q86X19,APID
215,SQSTM,Q13501,,PB2,P03428,APID
216,SQSTM,Q13501,,C5E519,C5E519,APID
217,SQSTM,Q13501,,Q20MH8,Q20MH8,APID
218,SQSTM,Q13501,,M3K1,Q62925,APID
219,SQSTM,Q13501,,Q7M0H9,Q7M0H9,APID
220,SQSTM,Q13501,,MK01,P63086,APID
221,SQSTM,Q13501,,KPCI,P41743,APID
222,SQSTM,Q13501,,RD23A,P54725,APID
223,SQSTM,Q13501,,MALT1,Q9UDY8,APID
224,SQSTM,Q13501,,NEMO,Q9Y6K9,APID
225,SQSTM,Q13501,,MYC,P01106,APID
226,SQSTM,Q13501,,MLP3B,Q9GZQ8,APID
227,SQSTM,Q13501,,TRI63,Q969Q1,APID
228,SQSTM,Q13501,,SMUF2,Q9HAU4,APID
229,SQSTM,Q13501,,PK3CA,P42336,APID
230,SQSTM,Q13501,,GBRL1,Q9H0R8,APID
231,SQSTM,Q13501,,ATG8,P38182,APID
232,SQSTM,Q13501,,GBRAP,O95166,APID
233,SQSTM,Q13501,,NBR1,Q14596,APID
234,SQSTM,Q13501,,BAG3,O95817,APID
235,SQSTM,Q13501,,TR10A,O00220,APID
236,SQSTM,Q13501,,SLX4,Q8IY92,APID
237,SQSTM,Q13501,,KEAP1,Q14145,APID
238,SQSTM,Q13501,,IKKB,O14920,APID
239,SQSTM,Q13501,,KEAP1,Q9Z2X8,APID
240,SQSTM,Q13501,,SQSTM,Q64337,APID
241,SQSTM,Q13501,,MK03,P27361,APID
242,SQSTM,Q13501,,POC1B,Q8BHD1,APID
243,SQSTM,Q13501,,CEP78,Q6IRU7,APID
244,SQSTM,Q13501,,SHLB1,Q9Y371,APID
245,SQSTM,Q13501,,HD,P42858,APID
246,SQSTM,Q13501,,WDFY3,Q8IZQ1,APID
247,SQSTM,Q13501,,SNW1,Q13573,APID
248,SQSTM,Q13501,,MLH1,P40692,APID
249,SQSTM,Q13501,,EF1D,P29692,APID
250,SQSTM,Q13501,,ASC,Q9ULZ3,APID
251,SQSTM,Q13501,,AIM2,O14862,APID
252,SQSTM,Q13501,,Q6T424,Q6T424,APID
253,SQSTM,Q13501,,CSK22,P19784,APID
254,SQSTM,Q13501,,OPTN,Q96CV9,APID
255,SQSTM,Q13501,,HSPB1,P04792,APID
256,SQSTM,Q13501,,TOLIP,Q9H0E2,APID
257,SQSTM,Q13501,,SPHK1,Q9NYA1,APID
258,SQSTM,Q13501,,SESN2,P58004,APID
259,SQSTM,Q13501,,ULK1,O70405,APID
260,SQSTM,Q13501,,KPCZ,Q05513,APID
261,SQSTM,Q13501,,XPO1,Q6P5F9,APID
262,SQSTM,Q13501,,KPCI,Q62074,APID
263,SQSTM,Q13501,,MGP,P19788,APID
264,SQSTM,Q13501,,POC1A,Q8JZX3,APID
265,SQSTM,Q13501,,FR1OP,Q66JX5,APID
266,SQSTM,Q13501,,KINH,P33176,APID
267,SQSTM,Q13501,,CD44,P16070,APID
268,SQSTM,Q13501,,PML,P29590,APID
269,SQSTM,Q13501,,MK06,Q16659,APID
270,SQSTM,Q13501,,RIPK4,P57078,APID
271,SQSTM,Q13501,,G6PI,P12709,APID
272,SQSTM,Q13501,,VDR,P11473,APID
273,SQSTM,Q13501,,RXRA,P19793,APID
274,SQSTM,Q13501,,MP2K5,Q13163,APID
275,SQSTM,Q13501,,BPTF,Q12830,APID
276,SQSTM,Q13501,,PPHLN,Q8NEY8,APID
277,SQSTM,Q13501,,RIPK1,Q13546,APID
278,SQSTM,Q13501,,BMR1B,O00238,APID
279,SQSTM,Q13501,,SMAD1,Q15797,APID
280,SQSTM,Q13501,,SMAD2,Q15796,APID
281,SQSTM,Q13501,,SMAD4,Q13485,APID
282,SQSTM,Q13501,,SMUF1,Q9HCE7,APID
283,SQSTM,Q13501,,NTRK1,P04629,APID
284,SQSTM,Q13501,,CP131,Q9UPN4,APID
285,SQSTM,Q13501,,SRRM2,Q9UQ35,APID
286,SQSTM,Q13501,,CYLD,Q9NQC7,APID
287,SQSTM,Q13501,,CALM1,P0DP23,APID
288,SQSTM,Q13501,,SEC20,Q12981,APID
289,SQSTM,Q13501,,TRI13,O60858,APID
290,SQSTM,Q13501,,PCKGC,P35558,APID
291,SQSTM,Q13501,,PDE4A,P27815,APID
292,SQSTM,Q13501,,CSK21,P68400,APID
293,SQSTM,Q13501,,ZFAN5,O76080,APID
294,SQSTM,Q13501,,TBA1A,Q71U36,APID
295,SQSTM,Q13501,,TRI55,Q9BYV6,APID
296,SQSTM,Q13501,,TITIN,Q8WZ42,APID
297,SQSTM,Q13501,,PSMD4,P55036,APID
298,SQSTM,Q13501,,TRI50,Q86XT4,APID
299,SQSTM,Q13501,,TGM2,P21980,APID
300,SQSTM,Q13501,,LST8,Q9BVC4,APID
301,SQSTM,Q13501,,CDK9,P50750,APID
302,SQSTM,Q13501,,TAT,P04608,APID
303,SQSTM,Q13501,,SPRE2,Q7Z698,APID
304,SQSTM,Q13501,,TRIM5,Q9C035,APID
305,SQSTM,Q13501,,TRIM5,Q0PF16,APID
306,SQSTM,Q13501,,AJUBA,Q96IF1,APID
307,SQSTM,Q13501,,MK14,Q16539,APID
308,SQSTM,Q13501,,PAR10,Q53GL7,APID
309,SQSTM,Q13501,,VIF,P69720,APID
310,SQSTM,Q13501,,NEF,P04601,APID
311,SQSTM,Q13501,,ROA2,P22626,APID
312,SQSTM,Q13501,,SDHA,P31040,APID
313,SQSTM,Q13501,,SESN1,Q9Y6P5,APID
314,SQSTM,Q13501,,SYNP2,Q9UMS6,APID
315,SQSTM,Q13501,,PRKN,O60260,APID
316,SQSTM,Q13501,,BCL2,P10415,APID
317,SQSTM,Q13501,,PAN2,Q504Q3,APID
318,SQSTM,Q13501,,NPM,P06748,APID
319,SQSTM,Q13501,,TNR16,P08138,APID
320,SQSTM,Q13501,,ENV,P04578,APID
321,SQSTM,Q13501,,ENV,P18094,APID
322,SQSTM,Q13501,,CACO2,Q13137,APID
323,SQSTM,Q13501,,CDK1,P06493,APID
324,SQSTM,Q13501,,CCNB1,P14635,APID
325,SQSTM,Q13501,,RL37,P61927,APID
326,SQSTM,Q13501,,GEMI4,P57678,APID
327,SQSTM,Q13501,,DVL2,O14641,APID
328,SQSTM,Q13501,,CAF1A,Q13111,APID
329,SQSTM,Q13501,,P53,P04637,APID
330,SQSTM,Q13501,,FLNB,O75369,APID
331,SQSTM,Q13501,,PSD10,O75832,APID
332,SQSTM,Q13501,,TXNL1,O43396,APID
333,SQSTM,Q13501,,ACK1,Q07912,APID
334,SQSTM,Q13501,,LEG3,P17931,APID
335,SQSTM,Q13501,,EDEM1,Q92611,APID
336,SQSTM,Q13501,,UBC,P0CH28,APID
337,SQSTM,Q13501,,CFTR,P13569,APID
338,SQSTM,Q13501,,DCP2,Q8IU60,APID
339,SQSTM,Q13501,,EGLN3,Q9H6Z9,APID
340,SQSTM,Q13501,,EPAS1,Q99814,APID
341,SQSTM,Q13501,,ATX3,P54252,APID
342,SQSTM,Q13501,,CHIP,Q9UNE7,APID
343,SQSTM,Q13501,,CUL7,Q14999,APID
344,SQSTM,Q13501,,P85B,O00459,APID
345,SQSTM,Q13501,,AGAP1,Q9UPQ3,APID
346,SQSTM,Q13501,,INSR,P06213,APID
347,SQSTM,Q13501,,TBK1,Q9UHD2,APID
348,SQSTM,Q13501,,CRHBP,P24387,APID
349,SQSTM,Q13501,,SCPDL,Q8NBX0,APID
350,SQSTM,Q13501,,DNAI1,Q9UI46,APID
351,SQSTM,Q13501,,DNAI2,Q9GZS0,APID
352,SQSTM,Q13501,,T53I1,Q96A56,APID
353,SQSTM,Q13501,,L2GL2,Q6P1M3,APID
354,SQSTM,Q13501,,RIPK3,Q9QZL0,APID
355,SQSTM,Q13501,,COT2,O09018,APID
356,SQSTM,Q13501,,IF16,Q16666,APID
357,SQSTM,Q13501,,MOONR,Q2KHM9,APID
358,SQSTM,Q13501,,MED4,Q9NPJ6,APID
359,SQSTM,Q13501,,XPO1,O14980,APID
360,SQSTM,Q13501,,ENC1,O14682,APID
361,SQSTM,Q13501,,SKI,P12755,APID
362,SQSTM,Q13501,,RBM45,Q8IUH3,APID
363,SQSTM,Q13501,,MK13,O15264,APID
364,SQSTM,Q13501,,CHDH,Q8NE62,APID
365,SQSTM,Q13501,,TRAF1,Q13077,APID
366,SQSTM,Q13501,,GBP2,P32456,APID
367,SQSTM,Q13501,,EPM2A,O95278,APID
368,SQSTM,Q13501,,GRP78,P11021,APID
369,SQSTM,Q13501,,UBXN1,Q04323,APID
370,SQSTM,Q13501,,BCL10,O95999,APID
371,SQSTM,Q13501,,ATG5,Q9H1Y0,APID
372,SQSTM,Q13501,,KC1A,P48729,APID
373,SQSTM,Q13501,,VANG2,Q9ULK5,APID
374,SQSTM,Q13501,,A1AT,P01009,APID
375,SQSTM,Q13501,,LRRK2,Q5S007,APID
376,SQSTM,Q13501,,VHL,P40337,APID
377,SQSTM,Q13501,,ELOB,Q15370,APID
378,SQSTM,Q13501,,ELOC,Q15369,APID
379,SQSTM,Q13501,,RN166,Q96A37,APID
380,SQSTM,Q13501,,EP3B,P56851,APID
381,SQSTM,Q13501,,IL17F,Q96PD4,APID
382,SQSTM,Q13501,,CST8,O60676,APID
383,SQSTM,Q13501,,TNF18,Q9UNG2,APID
384,SQSTM,Q13501,,GREM2,Q9H772,APID
385,SQSTM,Q13501,,KERA,O60938,APID
386,SQSTM,Q13501,,Q8WUE2,Q8WUE2,APID
387,SQSTM,Q13501,,5HT3A,P46098,APID
388,SQSTM,Q13501,,RETN,Q9HD89,APID
389,SQSTM,Q13501,,IL7RA,P16871,APID
390,SQSTM,Q13501,,Q6B0J5,Q6B0J5,APID
391,SQSTM,Q13501,,INSL5,Q9Y5Q6,APID
392,SQSTM,Q13501,,VWCE,Q96DN2,APID
393,SQSTM,Q13501,,ACHB4,P30926,APID
394,DPOD1,P28340,,DPOD3,Q15054,APID
395,DPOD1,P28340,,DPOD2,P49005,APID
396,DPOD1,P28340,,DPOD4,Q9HCU8,APID
397,DPOD1,P28340,,SRC,P12931,APID
398,DPOD1,P28340,,GRB2,P62993,APID
399,DPOD1,P28340,,CRTC3,Q6UUV7,APID
400,DPOD1,P28340,,OTU1,Q5VVQ6,APID
401,DPOD1,P28340,,GAR1,Q9NY12,APID
402,DPOD1,P28340,,CE192,Q8TEP8,APID
403,DPOD1,P28340,,MIP18,Q9Y3D0,APID
404,DPOD1,P28340,,AP3B1,O00203,APID
405,DPOD1,P28340,,ATRX,P46100,APID
406,DPOD1,P28340,,MFAP1,P55081,APID
407,DPOD1,P28340,,NOLC1,Q14978,APID
408,DPOD1,P28340,,NAF1,Q96HR8,APID
409,DPOD1,P28340,,EAF1,Q96JC9,APID
410,DPOD1,P28340,,RBM14,Q96PK6,APID
411,DPOD1,P28340,,E2AK1,Q9BQI3,APID
412,DPOD1,P28340,,DDX20,Q9UHI6,APID
413,DPOD1,P28340,,GBRL2,P60520,APID
414,DPOD1,P28340,,ARF6,P62330,APID
415,DPOD1,P28340,,TP4A3,O75365,APID
416,DPOD1,P28340,,MAGA6,P43360,APID
417,DPOD1,P28340,,GSTK1,Q9Y2Q3,APID
418,DPOD1,P28340,,TREX2,Q9BQ50,APID
419,DPOD1,P28340,,RENT2,Q9HAU5,APID
420,DPOD1,P28340,,SLD5,Q9BRT9,APID
421,DPOD1,P28340,,RFA3,P35244,APID
422,DPOD1,P28340,,RFA2,P15927,APID
423,DPOD1,P28340,,RFA1,P27694,APID
424,DPOD1,P28340,,MCM3,P25205,APID
425,DPOD1,P28340,,PURB,Q96QR8,APID
426,DPOD1,P28340,,TBD2A,Q9BYX2,APID
427,DPOD1,P28340,,TBCD4,O60343,APID
428,DPOD1,P28340,,WDR44,Q5JSH3,APID
429,DPOD1,P28340,,2A5G,Q13362,APID
430,DPOD1,P28340,,NSS,P12792,APID
431,DPOD1,P28340,,WRIP1,Q96S55,APID
432,DPOD1,P28340,,PCNA,P12004,APID
433,DPOD1,P28340,,MYC,P01106,APID
434,DPOD1,P28340,,ABL1,P00519,APID
435,DPOD1,P28340,,FYN,P06241,APID
436,DPOD1,P28340,,SNW1,Q13573,APID
437,DPOD1,P28340,,CDC5L,Q99459,APID
438,DPOD1,P28340,,TE2IP,Q9NYB0,APID
439,DPOD1,P28340,,KDM4A,O75164,APID
440,DPOD1,P28340,,CDC45,O75419,APID
441,DPOD1,P28340,,CD3Z,P20963,APID
442,DPOD1,P28340,,LRRK2,Q5S007,APID
443,DPOD1,P28340,,XPO1,Q6P5F9,APID
444,DPOD1,P28340,,PCNA,P17918,APID
445,DPOD1,P28340,,CNOT2,Q9NZN8,APID
446,DPOD1,P28340,,UBP43,Q70EL4,APID
447,DPOD1,P28340,,MYH7,P12883,APID
448,DPOD1,P28340,,MK06,Q16659,APID
449,DPOD1,P28340,,MMS19,Q96T76,APID
450,DPOD1,P28340,,CIAO1,O76071,APID
451,DPOD1,P28340,,HSC20,Q8IWL3,APID
452,DPOD1,P28340,,ATL4,Q6UY14,APID
453,DPOD1,P28340,,LASP1,Q14847,APID
454,DPOD1,P28340,,SCG1,P05060,APID
455,DPOD1,P28340,,CE126,Q9P2H0,APID
456,DPOD1,P28340,,XRCC5,P13010,APID
457,DPOD1,P28340,,CDK2,P24941,APID
458,DPOD1,P28340,,DPOLA,P09884,APID
459,DPOD1,P28340,,CAF1A,Q13111,APID
460,DPOD1,P28340,,ATR,Q13535,APID
461,DPOD1,P28340,,CND3,Q9BPX3,APID
462,DPOD1,P28340,,RENT1,Q92900,APID
463,DPOD1,P28340,,MGMT,P16455,APID
464,DPOD1,P28340,,TERF2,Q15554,APID
465,DPOD1,P28340,,ERCC6,Q03468,APID
466,DPOD1,P28340,,XRCC1,P18887,APID
467,DPOD1,P28340,,POLK,Q9UBT6,APID
468,DPOD1,P28340,,PIDD1,Q9HB75,APID
469,DPOD1,P28340,,MIB1,Q804S5,APID
470,DPOD1,P28340,,DHX9,Q08211,APID
471,DPOD1,P28340,,CUL3,Q13618,APID
472,DPOD1,P28340,,CUL1,Q13616,APID
473,DPOD1,P28340,,CSN5,Q92905,APID
474,DPOD1,P28340,,CSN6,Q7L5N1,APID
475,DPOD1,P28340,,CDK4,P11802,APID
476,DPOD1,P28340,,CCND3,P30281,APID
477,DPOD1,P28340,,CCNE1,P24864,APID
478,DPOD1,P28340,,CIP4,Q15642,APID
479,DPOD1,P28340,,SEN2,Q8NCE0,APID
480,DPOD1,P28340,,WASF2,Q9Y6W5,APID
481,DPOD1,P28340,,SPRTN,Q9H040,APID
482,DPOD1,P28340,,RING2,Q99496,APID
483,DPOD1,P28340,,GFOD1,Q9NXC2,APID
484,DPOD1,P28340,,RHG25,P42331,APID
485,DPOD1,P28340,,NTRK1,P04629,APID
486,DPOD1,P28340,,XPO1,O14980,APID
487,DPOD1,P28340,,RN126,Q9BV68,APID
488,DPOD1,P28340,,ZN746,Q6NUN9,APID
489,DPOD1,P28340,,EIF1A,Q8N9N8,APID
490,DPOD1,P28340,,PHKG2,P15735,APID
491,DPOD1,P28340,,LBHD1,Q9BQE6,APID
492,DPOD1,P28340,,FA46A,Q96IP4,APID
493,CUL2,Q13617,,Q5NGN2,Q5NGN2,APID
494,CUL2,Q13617,,CAND1,Q86VP6,APID
495,CUL2,Q13617,,LLR1,Q96L50,APID
496,CUL2,Q13617,,ELOC,Q15369,APID
497,CUL2,Q13617,,RBX1,P62877,APID
498,CUL2,Q13617,,FEM1B,Q9UK73,APID
499,CUL2,Q13617,,ELOB,Q15370,APID
500,CUL2,Q13617,,HD,P42858,APID
