,SYMBOL_A,UNIPROT_AC_A,INTERACTION_TYPE,SYMBOL_B,UNIPROT_AC_B,SOURCE
10430,CDK1,P06493,,PBK,Q96KB5,STRING
10433,CDK1,P06493,,BCL2L1,Q07817,STRING
10435,CDK1,P06493,,HSPA4,P34932,STRING
10437,CDK1,P06493,,PDS5A,Q29RF7,STRING
10439,CDK1,P06493,,CDC25A,P30304,STRING
10440,CDK1,P06493,,UBE2E1,P51965,STRING
10441,CDK1,P06493,,CDK5R2,Q13319,STRING
10445,CDK1,P06493,,DTYMK,P23919,STRING
10446,CDK1,P06493,,TCTN2,Q96GX1,STRING
10447,CDK1,P06493,,CKAP2L,Q8IYA6,STRING
10449,CDK1,P06493,,FEN1,P39748,STRING
10450,CDK1,P06493,,NUP62,P37198,STRING
10451,CDK1,P06493,,PCBP1,Q15365,STRING
10452,CDK1,P06493,,CEP89,Q96ST8,STRING
10456,CDK1,P06493,,YWHAG,P61981,STRING
10457,CDK1,P06493,,SHCBP1,Q8NEM2,STRING
10458,CDK1,P06493,,CDCA7,Q9BWT1,STRING
10459,CDK1,P06493,,ESCO2,Q56NI9,STRING
10460,CDK1,P06493,,DONSON,Q9NYP3,STRING
10461,CDK1,P06493,,RPTOR,Q8N122,STRING
10463,CDK1,P06493,,CYCS,P99999,STRING
10464,CDK1,P06493,,HMGA1,P17096,STRING
10465,CDK1,P06493,,H2AFV,Q71UI9,STRING
10468,CDK1,P06493,,CCNE2,O96020,STRING
10470,CDK1,P06493,,PSMD1,Q99460,STRING
10471,CDK1,P06493,,PRKACA,P17612,STRING
10474,CDK1,P06493,,ANAPC10,Q9UM13,STRING
10475,CDK1,P06493,,PSMD2,Q13200,STRING
10477,CDK1,P06493,,MOB1B,Q7L9L4,STRING
10480,CDK1,P06493,,PSMC5,P62195,STRING
10481,CDK1,P06493,,BRSK1,Q8TDC3,STRING
10482,CDK1,P06493,,NUP93,Q8N1F7,STRING
10483,CDK1,P06493,,BRSK2,Q8IWQ3,STRING
10488,CDK1,P06493,,PSMA8,Q8TAA3,STRING
10492,CDK1,P06493,,IQCB1,Q15051,STRING
10493,CDK1,P06493,,TNKS,O95271,STRING
10496,CDK1,P06493,,NEFH,P12036,STRING
10498,CDK1,P06493,,CLSPN,Q9HAW4,STRING
10499,CDK1,P06493,,NPHP1,O15259,STRING
10500,CDK1,P06493,,DAB2,P98082,STRING
10502,CDK1,P06493,,SSNA1,O43805,STRING
10503,CDK1,P06493,,KHDRBS1,Q07666,STRING
10505,CDK1,P06493,,GORASP1,Q9BQQ3,STRING
10506,CDK1,P06493,,ANAPC2,Q9UJX6,STRING
10508,CDK1,P06493,,MCM9,Q9NXL9,STRING
10509,CDK1,P06493,,TYMS,P04818,STRING
10510,CDK1,P06493,,CHAF1B,Q13112,STRING
10515,CDK1,P06493,,CEP57,Q86XR8,STRING
10516,CDK1,P06493,,NCL,P19338,STRING
10517,CDK1,P06493,,CDK5R1,Q15078,STRING
10519,CDK1,P06493,,ANAPC4,Q9UJX5,STRING
10520,CDK1,P06493,,TRAF7,Q6Q0C0,STRING
10521,CDK1,P06493,,PRMT5,O14744,STRING
10522,CDK1,P06493,,SKA3,Q8IX90,STRING
10524,CDK1,P06493,,H1FOO,Q8IZA3,STRING
10525,CDK1,P06493,,EZH2,Q15910,STRING
10527,CDK1,P06493,,HIST1H2AC,Q93077,STRING
10528,CDK1,P06493,,CDC25C,P30307,STRING
10530,CDK1,P06493,,DSCC1,Q9BVC3,STRING
10531,CDK1,P06493,,CDK20,Q8IZL9,STRING
10533,CDK1,P06493,,E2F7,Q96AV8,STRING
10534,CDK1,P06493,,SPAG5,Q96R06,STRING
10535,CDK1,P06493,,C2CD3,Q4AC94,STRING
10536,CDK1,P06493,,SMC1A,Q14683,STRING
10538,CDK1,P06493,,PRKAG1,P54619,STRING
10540,CDK1,P06493,,FBF1,Q8TES7,STRING
10541,CDK1,P06493,,CSNK1D,P48730,STRING
10543,CDK1,P06493,,UBE2I,P63279,STRING
10545,CDK1,P06493,,PPP2R2A,P63151,STRING
10548,CDK1,P06493,,HSP90AB1,P08238,STRING
10549,CDK1,P06493,,PPP1CA,P62136,STRING
10552,CDK1,P06493,,CUL1,Q13616,STRING
10553,CDK1,P06493,,PCM1,Q15154,STRING
10554,CDK1,P06493,,MYT1,Q01538,STRING
10555,CDK1,P06493,,PSMF1,Q92530,STRING
10556,CDK1,P06493,,CDCA2,Q69YH5,STRING
10558,CDK1,P06493,,HIST1H2AJ,Q99878,STRING
10559,CDK1,P06493,,FOXK1,P85037,STRING
10561,CDK1,P06493,,SP1,P08047,STRING
10564,CDK1,P06493,,HIST1H1B,P16401,STRING
10565,CDK1,P06493,,KPNA7,A9QM74,STRING
10567,CDK1,P06493,,EEF1G,P26641,STRING
10568,CDK1,P06493,,HIST2H2AC,Q16777,STRING
10569,CDK1,P06493,,PTCH1,Q13635,STRING
10571,CDK1,P06493,,KPNA2,P52292,STRING
10575,CDK1,P06493,,USP45,Q70EL2,STRING
10581,CDK1,P06493,,KPNA4,O00629,STRING
10583,CDK1,P06493,,PPP2R2C,Q9Y2T4,STRING
10585,CDK1,P06493,,HSP90AA1,P07900,STRING
10588,CDK1,P06493,,FOXK2,Q01167,STRING
10589,CDK1,P06493,,CEP63,Q96MT8,STRING
10590,CDK1,P06493,,PPP2R2B,Q00005,STRING
10595,CDK1,P06493,,CDKN2D,P55273,STRING
10597,CDK1,P06493,,PCID2,Q5JVF3,STRING
10599,CDK1,P06493,,EIF4G1,Q04637,STRING
10601,CDK1,P06493,,UBA1,P22314,STRING
10604,CDK1,P06493,,ANAPC1,Q9H1A4,STRING
10605,CDK1,P06493,,ZFAND4,Q86XD8,STRING
10606,CDK1,P06493,,FOXO3,O43524,STRING
10607,CDK1,P06493,,HIST1H1C,P16403,STRING
10608,CDK1,P06493,,MYB,P10242,STRING
10610,CDK1,P06493,,EIF4EBP1,Q13541,STRING
10611,CDK1,P06493,,MAPT,P10636,STRING
10613,CDK1,P06493,,SFN,P31947,STRING
10614,CDK1,P06493,,HIST1H2AD,P20671,STRING
10615,CDK1,P06493,,HIST1H1T,P22492,STRING
10620,CDK1,P06493,,ENSA,O43768,STRING
10622,CDK1,P06493,,OAS2,P29728,STRING
10623,CDK1,P06493,,FOXM1,Q08050,STRING
10624,CDK1,P06493,,CEP97,Q8IW35,STRING
10626,CDK1,P06493,,HMGB1,P09429,STRING
10629,CDK1,P06493,,KPNA1,P52294,STRING
10631,CDK1,P06493,,CDK5RAP2,Q96SN8,STRING
10632,CDK1,P06493,,OFD1,O75665,STRING
10633,CDK1,P06493,,H1F0,P07305,STRING
10634,CDK1,P06493,,PTMA,P06454,STRING
10638,CDK1,P06493,,PTTG1,O95997,STRING
10639,CDK1,P06493,,E2F1,Q01094,STRING
10640,CDK1,P06493,,GATA2,P23769,STRING
10641,CDK1,P06493,,DLG1,Q12959,STRING
10643,CDK1,P06493,,NUP50,Q9UKX7,STRING
10645,CDK1,P06493,,H2AFB1,P0C5Y9,STRING
10649,CDK1,P06493,,TRRAP,Q9Y4A5,STRING
10654,CDK1,P06493,,PSMD12,O00232,STRING
10657,CDK1,P06493,,CDC16,Q13042,STRING
10658,CDK1,P06493,,AKAP9,Q99996,STRING
10661,CDK1,P06493,,NCAPG2,Q86XI2,STRING
10663,CDK1,P06493,,PITPNM1,O00562,STRING
10665,CDK1,P06493,,DYNC1H1,Q14204,STRING
10669,CDK1,P06493,,ANAPC11,Q9NYG5,STRING
10673,CDK1,P06493,,POT1,Q9NUX5,STRING
10677,CDK1,P06493,,SMARCA4,P51532,STRING
10681,CDK1,P06493,,PARPBP,Q9NWS1,STRING
10682,CDK1,P06493,,CASP8,Q14790,STRING
10684,CDK1,P06493,,PSMB10,P40306,STRING
10686,CDK1,P06493,,REV3L,O60673,STRING
10687,CDK1,P06493,,VCP,P55072,STRING
10691,CDK1,P06493,,NUP214,P35658,STRING
10693,CDK1,P06493,,PCNT,O95613,STRING
10694,CDK1,P06493,,CSNK1E,P49674,STRING
10696,CDK1,P06493,,SRSF2,Q01130,STRING
10698,CDK1,P06493,,MAP4,P27816,STRING
10699,CDK1,P06493,,MAP2,P50579,STRING
10702,CDK1,P06493,,CNPPD1,Q9BV87,STRING
10704,CDK1,P06493,,WDHD1,O75717,STRING
10705,CDK1,P06493,,BAK1,Q16611,STRING
10706,CDK1,P06493,,PPP1R13L,Q8WUF5,STRING
10712,CDK1,P06493,,MCM10,Q7L590,STRING
10714,CDK1,P06493,,E2F2,Q14209,STRING
10715,CDK1,P06493,,PSMB5,P28074,STRING
10717,CDK1,P06493,,SDCCAG8,Q86SQ7,STRING
10719,CDK1,P06493,,RAB4A,P20338,STRING
10722,CDK1,P06493,,FGFR1OP,O95684,STRING
10725,CDK1,P06493,,DTL,Q9NZJ0,STRING
10726,CDK1,P06493,,NEK2,P51955,STRING
10727,CDK1,P06493,,MDM4,O15151,STRING
10728,CDK1,P06493,,UBE2T,Q9NPD8,STRING
10729,CDK1,P06493,,KIF14,Q15058,STRING
10730,CDK1,P06493,,ASPM,Q8IZT6,STRING
10731,CDK1,P06493,,TPR,P12270,STRING
10732,CDK1,P06493,,NES,P48681,STRING
10733,CDK1,P06493,,LMNA,P02545,STRING
10735,CDK1,P06493,,MKI67,P46013,STRING
10738,CDK1,P06493,,PSMD4,P55036,STRING
10739,CDK1,P06493,,MCL1,Q07820,STRING
10740,CDK1,P06493,,CACUL1,Q86Y37,STRING
10743,CDK1,P06493,,HIST2H2AA3,Q6FI13,STRING
10745,CDK1,P06493,,UBL4A,P11441,STRING
10749,CDK1,P06493,,BTRC,Q9Y297,STRING
10750,CDK1,P06493,,HAUS7,Q99871,STRING
10751,CDK1,P06493,,CETN2,P41208,STRING
10752,CDK1,P06493,,GTF2B,Q00403,STRING
10753,CDK1,P06493,,PRKACB,P22694,STRING
10754,CDK1,P06493,,PSMA7,O14818,STRING
10755,CDK1,P06493,,GADD45A,P24522,STRING
10759,CDK1,P06493,,RAE1,P24386,STRING
10762,CDK1,P06493,,RUNX2,Q13950,STRING
10763,CDK1,P06493,,CDC5L,Q99459,STRING
10764,CDK1,P06493,,CEP55,Q53EZ4,STRING
10765,CDK1,P06493,,UBE2A,P49459,STRING
10766,CDK1,P06493,,ORC1,Q13415,STRING
10767,CDK1,P06493,,PTPN1,P18031,STRING
10768,CDK1,P06493,,STIL,Q15468,STRING
10775,CDK1,P06493,,NUP188,Q5SRE5,STRING
10776,CDK1,P06493,,ODF2,Q5BJF6,STRING
10778,CDK1,P06493,,DNAJC9,Q8WXX5,STRING
10779,CDK1,P06493,,CCND3,P30281,STRING
10780,CDK1,P06493,,PSMB2,P49721,STRING
10781,CDK1,P06493,,LPIN3,Q9BQK8,STRING
10782,CDK1,P06493,,RBBP4,Q09028,STRING
10783,CDK1,P06493,,HDAC1,Q13547,STRING
10784,CDK1,P06493,,RBL1,P28749,STRING
10786,CDK1,P06493,,RCC1,P18754,STRING
10790,CDK1,P06493,,CDC26,Q8NHZ8,STRING
10791,CDK1,P06493,,FOXO4,P98177,STRING
10795,CDK1,P06493,,PSMB9,P28065,STRING
10796,CDK1,P06493,,PSMB8,P28062,STRING
10797,CDK1,P06493,,EIF2S2,P20042,STRING
10800,CDK1,P06493,,TFDP1,Q14186,STRING
10803,CDK1,P06493,,TSPYL2,Q9H2G4,STRING
10809,CDK1,P06493,,CSNK2B,P67870,STRING
10810,CDK1,P06493,,MASTL,Q96GX5,STRING
10811,CDK1,P06493,,CEP78,Q5JTW2,STRING
10812,CDK1,P06493,,UBD,O15205,STRING
10814,CDK1,P06493,,PRKACG,P22612,STRING
10821,CDK1,P06493,,CKAP2,Q8WWK9,STRING
10822,CDK1,P06493,,NPHP4,O75161,STRING
10823,CDK1,P06493,,TP73,O15350,STRING
10829,CDK1,P06493,,MCM8,Q9UJA3,STRING
10830,CDK1,P06493,,GPCPD1,Q9NPB8,STRING
10831,CDK1,P06493,,POLA1,P09884,STRING
10833,CDK1,P06493,,KIF24,Q5T7B8,STRING
10834,CDK1,P06493,,RGCC,Q9H4X1,STRING
10835,CDK1,P06493,,E2F4,Q16254,STRING
10836,CDK1,P06493,,ISG15,P05161,STRING
10837,CDK1,P06493,,FOXO1,Q12778,STRING
10839,CDK1,P06493,,EEF1E1,O43324,STRING
10840,CDK1,P06493,,RPGRIP1L,Q68CZ1,STRING
10842,CDK1,P06493,,RBBP7,Q16576,STRING
10845,CDK1,P06493,,HAUS6,Q7Z4H7,STRING
10851,CDK1,P06493,,CCP110,O43303,STRING
10852,CDK1,P06493,,E2F6,O75461,STRING
10853,CDK1,P06493,,CDK8,P49336,STRING
10855,CDK1,P06493,,CDC37L1,Q7L3B6,STRING
10856,CDK1,P06493,,CENPJ,Q9HC77,STRING
10861,CDK1,P06493,,PSME1,Q06323,STRING
10862,CDK1,P06493,,STAG1,Q8WVM7,STRING
10863,CDK1,P06493,,KRT18,P05783,STRING
10864,CDK1,P06493,,SEPT14,Q6ZU15,STRING
10865,CDK1,P06493,,H2AFJ,Q9BTM1,STRING
10867,CDK1,P06493,,SQSTM1,Q13501,STRING
10868,CDK1,P06493,,CCNK,O75909,STRING
10869,CDK1,P06493,,BORA,Q6PGQ7,STRING
10872,CDK1,P06493,,MKS1,Q9NXB0,STRING
10874,CDK1,P06493,,NUMA1,Q14980,STRING
10877,CDK1,P06493,,AIMP1,Q12904,STRING
10879,CDK1,P06493,,CDC23,Q9UJX2,STRING
10882,MOB1A,Q9H8S9,,CDK1,P06493,STRING
10883,HIST1H2BN,Q99877,,RBBP4,Q09028,STRING
10887,CCNF,P41002,,CDK1,P06493,STRING
10888,DYNC1I2,Q13409,,TUBA4A,P68366,STRING
10889,DYNC1I2,Q13409,,CDK1,P06493,STRING
10893,CEP250,Q9BV73,,TUBA4A,P68366,STRING
10894,CEP250,Q9BV73,,CDK1,P06493,STRING
10895,WEE2,P0C1S8,,SKP1,P63208,STRING
10896,WEE2,P0C1S8,,CDK1,P06493,STRING
10897,TCTN1,Q2MV58,,TUBA4A,P68366,STRING
10898,TCTN1,Q2MV58,,CDK1,P06493,STRING
10907,CEP152,O94986,,TUBA4A,P68366,STRING
10908,CEP152,O94986,,CDK1,P06493,STRING
10909,PAICS,P22234,,CDK1,P06493,STRING
10910,SFI1,A8K8P3,,TUBA4A,P68366,STRING
10911,SFI1,A8K8P3,,CDK1,P06493,STRING
10912,CCNL2,Q96S94,,CDK1,P06493,STRING
10913,SUN1,O94901,,LMNA,P02545,STRING
10914,SUN1,O94901,,CDK1,P06493,STRING
10915,HMGA2,P52926,,CDK1,P06493,STRING
10916,PSME4,Q14997,,SKP1,P63208,STRING
10917,PSME4,Q14997,,CDK1,P06493,STRING
10919,CDK11A,Q9UQ88,,TUBA4A,P68366,STRING
10920,CDK11A,Q9UQ88,,CDK1,P06493,STRING
10929,ELAVL1,Q15717,,CDK1,P06493,STRING
10934,KIF26B,Q2KJY2,,CDK1,P06493,STRING
10937,POLD2,P49005,,RBBP4,Q09028,STRING
10940,PSMB11,A5LHX3,,SKP1,P63208,STRING
10941,PSMB11,A5LHX3,,CDK1,P06493,STRING
10942,PSMD14,O00487,,SKP1,P63208,STRING
10943,PSMD14,O00487,,CDK1,P06493,STRING
10952,CREB1,P16220,,RBBP4,Q09028,STRING
10955,OAS1,P00973,,SKP1,P63208,STRING
10956,OAS1,P00973,,TUBA4A,P68366,STRING
10957,OAS1,P00973,,CDK1,P06493,STRING
10958,UBA52,P62987,,SKP1,P63208,STRING
10962,UBA52,P62987,,SQSTM1,Q13501,STRING
10964,CHEK1,O14757,,SKP1,P63208,STRING
10967,TMEM67,Q5HYA8,,TUBA4A,P68366,STRING
10968,TMEM67,Q5HYA8,,CDK1,P06493,STRING
10969,SEPT9,Q9UHD8,,CDK1,P06493,STRING
10972,EEF1D,P29692,,CDK1,P06493,STRING
10984,ANAPC7,Q9UJX3,,SKP1,P63208,STRING
10985,ANAPC7,Q9UJX3,,CDK1,P06493,STRING
10991,RECQL,P46063,,CDK1,P06493,STRING
10992,DHFR,P00374,,CDK1,P06493,STRING
10996,CNTD2,Q9H8S5,,SKP1,P63208,STRING
10999,PSMD13,Q9UNM6,,SKP1,P63208,STRING
11001,PSMD13,Q9UNM6,,CDK1,P06493,STRING
11004,E2F5,Q15329,,SKP1,P63208,STRING
11005,E2F5,Q15329,,RBBP4,Q09028,STRING
11006,E2F5,Q15329,,CDK1,P06493,STRING
11007,CC2D2A,Q9P2K1,,TUBA4A,P68366,STRING
11008,CC2D2A,Q9P2K1,,CDK1,P06493,STRING
11009,PPP2R2D,Q66LE6,,SKP1,P63208,STRING
11010,PPP2R2D,Q66LE6,,CDK1,P06493,STRING
11021,GINS3,Q9BRX5,,CDK1,P06493,STRING
11022,PSMC6,P62333,,SKP1,P63208,STRING
11025,WEE1,P30291,,SKP1,P63208,STRING
11028,FBXO43,Q4G163,,SKP1,P63208,STRING
11030,CDC45,O75419,,SKP1,P63208,STRING
11039,POLD1,P28340,,MCM5,P33992,STRING
11041,POLD1,P28340,,MYBL2,P10244,STRING
11042,POLD1,P28340,,TUBB1,Q9H4B7,STRING
11043,POLD1,P28340,,RNASEH2A,O75792,STRING
11045,POLD1,P28340,,ACTA2,P62736,STRING
11046,POLD1,P28340,,RPS6KB1,P23443,STRING
11048,POLD1,P28340,,GAPDH,P04406,STRING
11049,POLD1,P28340,,MCM3,P25205,STRING
11050,POLD1,P28340,,UMPS,P11172,STRING
11052,POLD1,P28340,,CDC7,O00311,STRING
11053,POLD1,P28340,,MAD2L2,Q9UI95,STRING
11054,POLD1,P28340,,HELLS,Q9NRZ9,STRING
11055,POLD1,P28340,,HIST1H4G,Q99525,STRING
11056,POLD1,P28340,,HIST1H3B,P68431,STRING
11057,POLD1,P28340,,NCAPG,Q9BPX3,STRING
11058,POLD1,P28340,,RRM2B,Q7LG56,STRING
11059,POLD1,P28340,,GINS2,Q9Y248,STRING
11060,POLD1,P28340,,ACTR10,Q9NZ32,STRING
11062,POLD1,P28340,,H3F3B,P84243,STRING
11063,POLD1,P28340,,CCNB1,P14635,STRING
11064,POLD1,P28340,,CDK7,P50613,STRING
11065,POLD1,P28340,,CCNH,P51946,STRING
11067,POLD1,P28340,,ESPL1,Q14674,STRING
11068,POLD1,P28340,,TUBB2B,Q9BVA1,STRING
11071,POLD1,P28340,,MNAT1,P51948,STRING
11072,POLD1,P28340,,TIPIN,Q9BVW5,STRING
11073,POLD1,P28340,,PIK3C3,Q8NEB9,STRING
11074,POLD1,P28340,,MCM4,P33991,STRING
11075,POLD1,P28340,,GINS1,Q14691,STRING
11077,POLD1,P28340,,EP300,Q09472,STRING
11078,POLD1,P28340,,LIG1,P18858,STRING
11079,POLD1,P28340,,ASF1B,Q9NVP2,STRING
11081,POLD1,P28340,,TUBB4A,P04350,STRING
11082,POLD1,P28340,,MCM6,Q14566,STRING
11083,POLD1,P28340,,POLQ,O75417,STRING
11084,POLD1,P28340,,UBE2S,Q16763,STRING
11085,POLD1,P28340,,MCM2,P49736,STRING
11088,POLD1,P28340,,CREM,Q03060,STRING
11090,POLD1,P28340,,DBF4,Q9UBU7,STRING
11091,POLD1,P28340,,CDK6,Q00534,STRING
11092,POLD1,P28340,,SMARCA2,P51531,STRING
11094,POLD1,P28340,,ESCO1,Q5FWF5,STRING
11100,POLD1,P28340,,CCNB2,O95067,STRING
11101,POLD1,P28340,,ACTR1B,P42025,STRING
11103,POLD1,P28340,,HIST1H4H,P62805,STRING
11104,POLD1,P28340,,ACTC1,P68032,STRING
11105,POLD1,P28340,,ACTG2,P63267,STRING
11110,POLD1,P28340,,RRM1,P23921,STRING
11111,POLD1,P28340,,CDT1,Q9H211,STRING
11112,POLD1,P28340,,TK1,P04183,STRING
11115,POLD1,P28340,,DTYMK,P23919,STRING
11116,POLD1,P28340,,FEN1,P39748,STRING
11117,POLD1,P28340,,ESCO2,Q56NI9,STRING
11118,POLD1,P28340,,MCM7,P33993,STRING
11119,POLD1,P28340,,CYCS,P99999,STRING
11120,POLD1,P28340,,CDC20,Q12834,STRING
11125,POLD1,P28340,,MCM9,Q9NXL9,STRING
11126,POLD1,P28340,,TYMS,P04818,STRING
11127,POLD1,P28340,,CHAF1B,Q13112,STRING
11128,POLD1,P28340,,CDCA8,Q53HL2,STRING
11129,POLD1,P28340,,ACTL9,Q8TC94,STRING
11131,POLD1,P28340,,TUBB6,Q9BUF5,STRING
11134,POLD1,P28340,,NCAPD2,Q15021,STRING
11136,POLD1,P28340,,TUBB8,Q3ZCM7,STRING
11137,POLD1,P28340,,ACTL10,Q5JWF8,STRING
11138,POLD1,P28340,,ACTG1,P63261,STRING
11139,POLD1,P28340,,RIPK4,P57078,STRING
11140,POLD1,P28340,,ACTRT3,Q9BYD9,STRING
11141,POLD1,P28340,,HIST2H3D,Q71DI3,STRING
11142,POLD1,P28340,,ACTL7A,Q9Y615,STRING
11143,POLD1,P28340,,HSP90AA1,P07900,STRING
11146,POLD1,P28340,,CENPA,P49450,STRING
11147,POLD1,P28340,,TUBB,P07437,STRING
11148,POLD1,P28340,,ZFAND4,Q86XD8,STRING
11150,POLD1,P28340,,TUBB4B,P68371,STRING
11163,POLD1,P28340,,ACTB,P60709,STRING
11164,POLD1,P28340,,POTEF,A5A3E0,STRING
11166,POLD1,P28340,,PRIM1,P49642,STRING
11168,POLD1,P28340,,SMARCA4,P51532,STRING
11171,POLD1,P28340,,REV3L,O60673,STRING
11176,POLD1,P28340,,RRM2,P31350,STRING
11177,POLD1,P28340,,WDHD1,O75717,STRING
11179,POLD1,P28340,,MCM10,Q7L590,STRING
11180,POLD1,P28340,,ACTA1,P68133,STRING
11183,POLD1,P28340,,DTL,Q9NZJ0,STRING
11184,POLD1,P28340,,UBE2T,Q9NPD8,STRING
11185,POLD1,P28340,,TUBE1,Q9UJT0,STRING
11189,POLD1,P28340,,ACTR1A,P61163,STRING
11190,POLD1,P28340,,CETN2,P41208,STRING
11191,POLD1,P28340,,ACTRT1,Q8TDG2,STRING
11192,POLD1,P28340,,UBE2A,P49459,STRING
11193,POLD1,P28340,,ORC1,Q13415,STRING
11195,POLD1,P28340,,HDAC1,Q13547,STRING
11197,POLD1,P28340,,ACTL7B,Q9Y614,STRING
11198,POLD1,P28340,,ACTL8,Q9H568,STRING
11204,POLD1,P28340,,ACTRT2,Q8TDY3,STRING
11205,POLD1,P28340,,MCM8,Q9UJA3,STRING
11206,POLD1,P28340,,POLA1,P09884,STRING
11208,POLD1,P28340,,ISG15,P05161,STRING
11211,POLD1,P28340,,TUBB2A,Q13885,STRING
11213,POLD1,P28340,,DUT,P33316,STRING
11222,POLD1,P28340,,PAICS,P22234,STRING
11225,POLD1,P28340,,POTEJ,P0CG39,STRING
11226,POLD1,P28340,,CREB1,P16220,STRING
11229,POLD1,P28340,,POTEI,P0CG38,STRING
11230,POLD1,P28340,,RECQL,P46063,STRING
11231,POLD1,P28340,,DHFR,P00374,STRING
11233,POLD1,P28340,,ACTL6A,O96019,STRING
11234,POLD1,P28340,,CDK3,Q00526,STRING
11235,POLD1,P28340,,WEE1,P30291,STRING
11237,RFC5,P40937,,RBBP4,Q09028,STRING
11241,HDAC9,Q9UKV0,,STAT3,P40763,STRING
11242,HDAC9,Q9UKV0,,SRF,P11831,STRING
11243,HDAC9,Q9UKV0,,RBBP4,Q09028,STRING
11244,HDAC9,Q9UKV0,,CDK1,P06493,STRING
11245,DCTN2,Q13561,,TUBA4A,P68366,STRING
11246,DCTN2,Q13561,,LMNA,P02545,STRING
11247,DCTN2,Q13561,,CDK1,P06493,STRING
11253,TOP2A,P11388,,RBBP4,Q09028,STRING
11259,DEPDC1,Q5TB30,,CDK1,P06493,STRING
11260,PPP2R5C,Q13362,,SKP1,P63208,STRING
11263,PPP2R5C,Q13362,,POLD1,P28340,STRING
11265,HJURP,Q8NCD3,,CDK1,P06493,STRING
11266,POM121C,A8CG34,,CDK1,P06493,STRING
11270,TK2,O00142,,POLD1,P28340,STRING
11271,PSMA1,P25786,,SKP1,P63208,STRING
11272,PSMA1,P25786,,CDK1,P06493,STRING
11273,GTSE1,Q9NYZ3,,CDK1,P06493,STRING
11274,GOLGA2,Q08379,,CDK1,P06493,STRING
11278,ACTBL2,Q562R1,,POLD1,P28340,STRING
11279,MDM2,Q00987,,SKP1,P63208,STRING
11281,SLBP,Q14493,,RBBP4,Q09028,STRING
11282,SLBP,Q14493,,CDK1,P06493,STRING
11283,PPP2R5D,Q14738,,SKP1,P63208,STRING
11286,PPP2CA,P67775,,SKP1,P63208,STRING
11288,PPP2CA,P67775,,LMNA,P02545,STRING
11290,BRCA1,P38398,,SKP1,P63208,STRING
11292,BRCA1,P38398,,RBBP4,Q09028,STRING
11301,GMPS,P49915,,CDK1,P06493,STRING
11302,GMPS,P49915,,POLD1,P28340,STRING
11307,FLNB,O75369,,CDK1,P06493,STRING
11308,TFDP2,Q14188,,SKP1,P63208,STRING
11309,TFDP2,Q14188,,RBBP4,Q09028,STRING
11310,TFDP2,Q14188,,CDK1,P06493,STRING
11311,CEP192,Q8TEP8,,TUBA4A,P68366,STRING
11312,CEP192,Q8TEP8,,CDK1,P06493,STRING
11316,LYN,P07948,,PTPN1,P18031,STRING
11318,CCNC,P24863,,SKP1,P63208,STRING
11319,CCNC,P24863,,CDK1,P06493,STRING
11320,FAU,P35544,,SKP1,P63208,STRING
11321,FAU,P35544,,TUBA4A,P68366,STRING
11322,FAU,P35544,,CDK1,P06493,STRING
11323,FAU,P35544,,POLD1,P28340,STRING
11328,NCAPD3,P42695,,CDK1,P06493,STRING
11329,RPS3,P23396,,CDK1,P06493,STRING
11330,CDC27,P30260,,SKP1,P63208,STRING
11331,CDC27,P30260,,CDK1,P06493,STRING
11332,HAUS5,O94927,,TUBA4A,P68366,STRING
11333,HAUS5,O94927,,CDK1,P06493,STRING
11338,POTEE,Q6S8J3,,POLD1,P28340,STRING
11339,PSMD9,O00233,,SKP1,P63208,STRING
11340,PSMD9,O00233,,CDK1,P06493,STRING
11341,USO1,O60763,,CDK1,P06493,STRING
11342,TMEM216,Q9P0N5,,TUBA4A,P68366,STRING
11343,TMEM216,Q9P0N5,,CDK1,P06493,STRING
11344,CDCA3,Q99618,,SKP1,P63208,STRING
11347,RAB3IP,Q96QF0,,TUBA4A,P68366,STRING
11348,RAB3IP,Q96QF0,,CDK1,P06493,STRING
11349,CEP290,O15078,,TUBA4A,P68366,STRING
11350,CEP290,O15078,,CDK1,P06493,STRING
11351,APAF1,O14727,,CDK1,P06493,STRING
11352,DNM1L,O00429,,CDK1,P06493,STRING
11353,TIMELESS,Q9UNS1,,CDK1,P06493,STRING
11354,TIMELESS,Q9UNS1,,POLD1,P28340,STRING
11355,NEDD1,Q8NHV4,,TUBA4A,P68366,STRING
11356,NEDD1,Q8NHV4,,CDK1,P06493,STRING
11361,TUBB3,Q13509,,POLD1,P28340,STRING
11362,GALK2,Q01415,,CDK1,P06493,STRING
11363,NUSAP1,Q9BXS6,,CDK1,P06493,STRING
11371,PI4KA,P42356,,CDK1,P06493,STRING
11372,NUP88,Q99567,,CDK1,P06493,STRING
11376,LMNB2,Q03252,,CDK1,P06493,STRING
11396,CLTC,Q00610,,ARF5,P84085,STRING
11400,CLTC,Q00610,,COPZ2,Q9P299,STRING
11404,CLTC,Q00610,,ACAP1,Q15027,STRING
11405,CLTC,Q00610,,AP3M2,P53677,STRING
11406,CLTC,Q00610,,EFNB1,P98172,STRING
11407,CLTC,Q00610,,VCL,P18206,STRING
11408,CLTC,Q00610,,TECR,Q9NZ01,STRING
11409,CLTC,Q00610,,MAPK1,P28482,STRING
11410,CLTC,Q00610,,TOMM22,Q9NS69,STRING
11411,CLTC,Q00610,,DNAL4,O96015,STRING
