SYMBOL_A,UNIPROT_AC_A,INTERACTION_TYPE,SYMBOL_B,UNIPROT_AC_B,SOURCE
CUL2,Q13617,,ROAA,Q99729,APID
CUL2,Q13617,,HNRPC,P07910,APID
CUL2,Q13617,,HNRC1,O60812,APID
CUL2,Q13617,,HNRPD,Q14103,APID
CUL2,Q13617,,HNRPF,P52597,APID
CUL2,Q13617,,HNRH1,P31943,APID
CUL2,Q13617,,HNRH3,P31942,APID
CUL2,Q13617,,HNRPK,P61978,APID
CUL2,Q13617,,HNRPM,P52272,APID
CUL2,Q13617,,HNRPR,O43390,APID
CUL2,Q13617,,HNRPU,Q00839,APID
CUL2,Q13617,,HNRL1,Q9BUJ2,APID
CUL2,Q13617,,HNRDL,O14979,APID
CUL2,Q13617,,HORN,Q86YZ3,APID
CUL2,Q13617,,HS90A,P07900,APID
CUL2,Q13617,,ENPL,P14625,APID
CUL2,Q13617,,HS71A,P0DMV8,APID
CUL2,Q13617,,HS71L,P34931,APID
CUL2,Q13617,,GRP78,P11021,APID
CUL2,Q13617,,HSP7C,P11142,APID
CUL2,Q13617,,GRP75,P38646,APID
CUL2,Q13617,,TR112,Q9UI30,APID
CUL2,Q13617,,CH60,P10809,APID
CUL2,Q13617,,IF2B1,Q9NZI8,APID
CUL2,Q13617,,ILF2,Q12905,APID
CUL2,Q13617,,ILF3,Q12906,APID
CUL2,Q13617,,IRS4,O14654,APID
CUL2,Q13617,,KDEL1,Q6UW63,APID
CUL2,Q13617,,FUBP2,Q92945,APID
CUL2,Q13617,,KLC3,Q6P597,APID
CUL2,Q13617,,PPR21,Q6ZMI0,APID
CUL2,Q13617,,K2C1,P04264,APID
CUL2,Q13617,,K1C10,P13645,APID
CUL2,Q13617,,K1C13,P13646,APID
CUL2,Q13617,,K1C14,P02533,APID
CUL2,Q13617,,K1C16,P08779,APID
CUL2,Q13617,,K22E,P35908,APID
CUL2,Q13617,,K1C24,Q2M2I5,APID
CUL2,Q13617,,K2C5,P13647,APID
CUL2,Q13617,,K2C6A,P02538,APID
CUL2,Q13617,,K2C6C,P48668,APID
CUL2,Q13617,,K2C71,Q3SY84,APID
CUL2,Q13617,,K2C75,O95678,APID
CUL2,Q13617,,K22O,Q01546,APID
CUL2,Q13617,,K2C78,Q8N1N4,APID
CUL2,Q13617,,K1C9,P35527,APID
CUL2,Q13617,,LARP1,Q6PKG0,APID
CUL2,Q13617,,LG3BP,Q08380,APID
CUL2,Q13617,,LOXL1,Q08397,APID
CUL2,Q13617,,LRC14,Q15048,APID
CUL2,Q13617,,MCM3,P25205,APID
CUL2,Q13617,,MELPH,Q9BV36,APID
CUL2,Q13617,,MORC2,Q9Y6X9,APID
CUL2,Q13617,,MRT4,Q9UKD2,APID
CUL2,Q13617,,C1TC,P11586,APID
CUL2,Q13617,,MTHSD,Q2M296,APID
CUL2,Q13617,,CSN9,Q8WXC6,APID
CUL2,Q13617,,NP1L1,P55209,APID
CUL2,Q13617,,NUCL,P19338,APID
CUL2,Q13617,,NFRKB,Q6P4R8,APID
CUL2,Q13617,,NKAPL,Q5M9Q1,APID
CUL2,Q13617,,NONO,Q15233,APID
CUL2,Q13617,,NPM,P06748,APID
CUL2,Q13617,,NUCB2,P80303,APID
CUL2,Q13617,,8ODP,P36639,APID
CUL2,Q13617,,NU214,P35658,APID
CUL2,Q13617,,NUP88,Q99567,APID
CUL2,Q13617,,PABP1,P11940,APID
CUL2,Q13617,,PABP4,Q13310,APID
CUL2,Q13617,,PABP2,Q86U42,APID
CUL2,Q13617,,PAR14,Q460N5,APID
CUL2,Q13617,,PCBP1,Q15365,APID
CUL2,Q13617,,PCBP2,Q15366,APID
CUL2,Q13617,,PIMT,P22061,APID
CUL2,Q13617,,PCNA,P12004,APID
CUL2,Q13617,,PDCD6,O75340,APID
CUL2,Q13617,,PEPD,P12955,APID
CUL2,Q13617,,SERA,O43175,APID
CUL2,Q13617,,KPYM,P14618,APID
CUL2,Q13617,,PLOD1,Q02809,APID
CUL2,Q13617,,RPB1,P24928,APID
CUL2,Q13617,,POP7,O75817,APID
CUL2,Q13617,,LIPA1,Q13136,APID
CUL2,Q13617,,PRDX1,Q06830,APID
CUL2,Q13617,,PRDX2,P32119,APID
CUL2,Q13617,,PRDX3,P30048,APID
CUL2,Q13617,,PRDX4,Q13162,APID
CUL2,Q13617,,ANM1,Q99873,APID
CUL2,Q13617,,PRP39,Q86UA1,APID
CUL2,Q13617,,PSMD4,P55036,APID
CUL2,Q13617,,PTOV1,Q86YD1,APID
CUL2,Q13617,,QPCT,Q16769,APID
CUL2,Q13617,,RBP2,P49792,APID
CUL2,Q13617,,RBM14,Q96PK6,APID
CUL2,Q13617,,RBM4,Q9BWF3,APID
CUL2,Q13617,,RBM3,P98179,APID
CUL2,Q13617,,RCBT1,Q8NDN9,APID
CUL2,Q13617,,RN187,Q5TA31,APID
CUL2,Q13617,,MCES,O43148,APID
CUL2,Q13617,,RNPS1,Q15287,APID
CUL2,Q13617,,RL11,P62913,APID
CUL2,Q13617,,RL12,P30050,APID
CUL2,Q13617,,RL13,P26373,APID
CUL2,Q13617,,RL14,P50914,APID
CUL2,Q13617,,RL15,P61313,APID
CUL2,Q13617,,RL18,Q07020,APID
CUL2,Q13617,,RL19,P84098,APID
CUL2,Q13617,,RL21,P46778,APID
CUL2,Q13617,,RL22,P35268,APID
CUL2,Q13617,,RL23,P62829,APID
CUL2,Q13617,,RL23A,P62750,APID
CUL2,Q13617,,RL24,P83731,APID
CUL2,Q13617,,RL27,P61353,APID
CUL2,Q13617,,RL27A,P46776,APID
CUL2,Q13617,,RL28,P46779,APID
CUL2,Q13617,,RL3,P39023,APID
CUL2,Q13617,,RL31,P62899,APID
CUL2,Q13617,,RL36,Q9Y3U8,APID
CUL2,Q13617,,HNRH2,P55795,APID
CUL2,Q13617,,RL38,P63173,APID
CUL2,Q13617,,RL4,P36578,APID
CUL2,Q13617,,RL5,P46777,APID
CUL2,Q13617,,RL6,Q02878,APID
CUL2,Q13617,,RL7,P18124,APID
CUL2,Q13617,,RL8,P62917,APID
CUL2,Q13617,,RL9,P32969,APID
CUL2,Q13617,,RLA0,P05388,APID
CUL2,Q13617,,RLA1,P05386,APID
CUL2,Q13617,,RLA2,P05387,APID
CUL2,Q13617,,RS13,P62277,APID
CUL2,Q13617,,RS14,P62263,APID
CUL2,Q13617,,RS15A,P62244,APID
CUL2,Q13617,,RS16,P62249,APID
CUL2,Q13617,,RS18,P62269,APID
CUL2,Q13617,,RS2,P15880,APID
CUL2,Q13617,,RS20,P60866,APID
CUL2,Q13617,,RS23,P62266,APID
CUL2,Q13617,,RS24,P62847,APID
CUL2,Q13617,,RS25,P62851,APID
CUL2,Q13617,,RS27,P42677,APID
CUL2,Q13617,,RS3,P23396,APID
CUL2,Q13617,,RS3A,P61247,APID
CUL2,Q13617,,RS4X,P62701,APID
CUL2,Q13617,,RS6,P62753,APID
CUL2,Q13617,,RS8,P62241,APID
CUL2,Q13617,,RS9,P46781,APID
CUL2,Q13617,,S10A9,P06702,APID
CUL2,Q13617,,SAMH1,Q9Y3Z3,APID
CUL2,Q13617,,SDHA,P31040,APID
CUL2,Q13617,,SDHB,P21912,APID
CUL2,Q13617,,SC23A,Q15436,APID
CUL2,Q13617,,SPB12,Q96P63,APID
CUL2,Q13617,,SPB3,P29508,APID
CUL2,Q13617,,SPB4,P48594,APID
CUL2,Q13617,,SRSF1,Q07955,APID
CUL2,Q13617,,SRSF2,Q01130,APID
CUL2,Q13617,,SRSF3,P84103,APID
CUL2,Q13617,,SRSF6,Q13247,APID
CUL2,Q13617,,SRSF7,Q16629,APID
CUL2,Q13617,,MOT1,P53985,APID
CUL2,Q13617,,MPCP,Q00325,APID
CUL2,Q13617,,ADT2,P05141,APID
CUL2,Q13617,,SMAD6,O43541,APID
CUL2,Q13617,,SMC3,Q9UQE7,APID
CUL2,Q13617,,NSMA3,Q9NXE4,APID
CUL2,Q13617,,U520,O75643,APID
CUL2,Q13617,,RU17,P08621,APID
CUL2,Q13617,,SNRPA,P09012,APID
CUL2,Q13617,,RSMB,P14678,APID
CUL2,Q13617,,RU1C,P09234,APID
CUL2,Q13617,,SMD1,P62314,APID
CUL2,Q13617,,SMD2,P62316,APID
CUL2,Q13617,,SMD3,P62318,APID
CUL2,Q13617,,RUXE,P62304,APID
CUL2,Q13617,,RUXF,P62306,APID
CUL2,Q13617,,SNW1,Q13573,APID
CUL2,Q13617,,LA,P05455,APID
CUL2,Q13617,,HNRPQ,O60506,APID
CUL2,Q13617,,RBP56,Q92804,APID
CUL2,Q13617,,TBC15,Q8TC07,APID
CUL2,Q13617,,TBC17,Q9HA65,APID
CUL2,Q13617,,TBCD4,O60343,APID
CUL2,Q13617,,TFG,Q92734,APID
CUL2,Q13617,,THOC4,Q86V81,APID
CUL2,Q13617,,TIA1,P31483,APID
CUL2,Q13617,,TIAR,Q01085,APID
CUL2,Q13617,,TMCC3,Q9ULS5,APID
CUL2,Q13617,,TNR6B,Q9UPQ9,APID
CUL2,Q13617,,TRA2B,P62995,APID
CUL2,Q13617,,TIF1B,Q13263,APID
CUL2,Q13617,,TRI44,Q96DX7,APID
CUL2,Q13617,,TITIN,Q8WZ42,APID
CUL2,Q13617,,TBA1C,Q9BQE3,APID
CUL2,Q13617,,TBA4A,P68366,APID
CUL2,Q13617,,TBB5,P07437,APID
CUL2,Q13617,,TBB1,Q9H4B7,APID
CUL2,Q13617,,TBB2A,Q13885,APID
CUL2,Q13617,,TBB4B,P68371,APID
CUL2,Q13617,,EFTU,P49411,APID
CUL2,Q13617,,THIO,P10599,APID
CUL2,Q13617,,UBP25,Q9UHP3,APID
CUL2,Q13617,,MEP50,Q9BQA1,APID
CUL2,Q13617,,YBOX1,P67809,APID
CUL2,Q13617,,1433T,P27348,APID
CUL2,Q13617,,1433Z,P63104,APID
CUL2,Q13617,,TUT4,Q5TAX3,APID
CUL2,Q13617,,ZRAB3,Q5FWF4,APID
CUL2,Q13617,,H4,P62805,APID
CUL2,Q13617,,ANDR,P10275,APID
CUL2,Q13617,,RHG07,Q96QB1,APID
CUL2,Q13617,,IMB1,Q14974,APID
CUL2,Q13617,,Q81SE4,Q81SE4,APID
CUL2,Q13617,,VIF,P12504,APID
CUL2,Q13617,,FEM1,P17221,APID
CUL2,Q13617,,Q9BKS1,Q9BKS1,APID
CUL2,Q13617,,PTBP3,O95758,APID
CUL2,Q13617,,NSF1C,O35987,APID
CUL2,Q13617,,GCR,P04150,APID
CUL2,Q13617,,FOS,P01100,APID
CUL2,Q13617,,KC1E,P49674,APID
CUL2,Q13617,,CCD22,O60826,APID
CUL2,Q13617,,SEM1,P60896,APID
CUL2,Q13617,,CE152,A2AUM9,APID
CUL2,Q13617,,D3YY91,D3YY91,APID
CUL2,Q13617,,SPTC2,P97363,APID
CUL2,Q13617,,SLAI2,Q8CI08,APID
CUL2,Q13617,,CSN7A,Q9UBW8,APID
CUL2,Q13617,,CMBL,Q96DG6,APID
CUL2,Q13617,,PDIA1,P07237,APID
CUL2,Q13617,,STOM,P27105,APID
CUL2,Q13617,,KCTD5,Q9NXV2,APID
CUL2,Q13617,,MRM3,Q9HC36,APID
CUL2,Q13617,,F263,Q16875,APID
CUL2,Q13617,,ARF1,P84077,APID
CUL2,Q13617,,PEBB,Q13951,APID
CUL2,Q13617,,SP130,Q9H0E3,APID
CUL2,Q13617,,ARI1A,O14497,APID
CUL2,Q13617,,DNM3B,Q9UBC3,APID
CUL2,Q13617,,ADRB2,P07550,APID
CUL2,Q13617,,SQSTM,Q13501,APID
CUL2,Q13617,,APBP2,Q92624,APID
CUL2,Q13617,,KLDC2,Q9Y2U9,APID
CUL2,Q13617,,PCMD2,Q9NV79,APID
CUL2,Q13617,,LTP,P03186,APID
CUL2,Q13617,,POL,P04585,APID
CUL2,Q13617,,PTN14,Q15678,APID
CUL2,Q13617,,LAGE3,Q14657,APID
CUL2,Q13617,,OSGEP,Q9NPF4,APID
CUL2,Q13617,,RACK1,P63244,APID
CUL2,Q13617,,VIF,P69720,APID
CUL2,Q13617,,MKNK2,Q9HBH9,APID
CUL2,Q13617,,RFWD2,Q8NHY2,APID
CUL2,Q13617,,VATB2,P21281,APID
CUL2,Q13617,,CTNA1,P35221,APID
CUL2,Q13617,,DPYL3,Q14195,APID
CUL2,Q13617,,MSH2,P43246,APID
CUL2,Q13617,,SYNC,O43776,APID
CUL2,Q13617,,F10A1,P50502,APID
CUL2,Q13617,,XRCC5,P13010,APID
CUL2,Q13617,,XRCC6,P12956,APID
CUL2,Q13617,,CSN6,O88545,APID
CUL2,Q13617,,G1TC10,G1TC10,APID
CUL2,Q13617,,MRM1,Q6IN84,APID
CUL2,Q13617,,SKAP1,Q86WV1,APID
CUL2,Q13617,,T10IP,Q3SY00,APID
CUL2,Q13617,,RHOB,P62745,APID
CUL2,Q13617,,VATD,Q9Y5K8,APID
CUL2,Q13617,,NTRK1,P04629,APID
CUL2,Q13617,,TADBP,Q13148,APID
CUL2,Q13617,,EPOR,P19235,APID
CUL2,Q13617,,SLBP,Q14493,APID
CUL2,Q13617,,SYCE3,A1L190,APID
CUL2,Q13617,,ASC,Q9ULZ3,APID
CUL2,Q13617,,NEU2,P01185,APID
CUL2,Q13617,,IKZF1,Q13422,APID
CUL2,Q13617,,PRA17,Q5VTA0,APID
CALR,P27797,,Q81V90,Q81V90,APID
CALR,P27797,,O68779,O68779,APID
CALR,P27797,,1433Z,P63104,APID
CALR,P27797,,KSR1,Q8IVT5,APID
CALR,P27797,,PAK2,Q13177,APID
CALR,P27797,,ELF3,P78545,APID
CALR,P27797,,TNR5,P25942,APID
CALR,P27797,,TR10D,Q9UBN6,APID
CALR,P27797,,EIF1B,O60739,APID
CALR,P27797,,TRAF6,Q9Y4K3,APID
CALR,P27797,,1A03,P04439,APID
CALR,P27797,,ARC1B,O15143,APID
CALR,P27797,,KAPCA,P17612,APID
CALR,P27797,,SH3G1,Q99961,APID
CALR,P27797,,THG1,Q9NWX6,APID
CALR,P27797,,TPD54,O43399,APID
CALR,P27797,,TECT1,Q2MV58,APID
CALR,P27797,,CNTRL,Q7Z7A1,APID
CALR,P27797,,VE5A,P06460,APID
CALR,P27797,,BNL2A,P0C739,APID
CALR,P27797,,BALF1,P0CK58,APID
CALR,P27797,,VE5B,P69901,APID
CALR,P27797,,Q81X48,Q81X48,APID
CALR,P27797,,NS1,P03496,APID
CALR,P27797,,POLG,P29991,APID
CALR,P27797,,POLG,Q99IB8,APID
CALR,P27797,,CK068,Q8VD62,APID
CALR,P27797,,GBRL2,P60520,APID
CALR,P27797,,GBRL1,Q9H0R8,APID
CALR,P27797,,ATF2,P15336,APID
CALR,P27797,,EDEM1,Q925U4,APID
CALR,P27797,,Q8BJT9,Q8BJT9,APID
CALR,P27797,,MP2K1,Q02750,APID
CALR,P27797,,JAG1,P78504,APID
CALR,P27797,,JUN,P05412,APID
CALR,P27797,,OTUB1,Q96FW1,APID
CALR,P27797,,EYA2,O00167,APID
CALR,P27797,,MPIP1,P30304,APID
CALR,P27797,,PPTC7,Q8NI37,APID
CALR,P27797,,PTN23,Q9H3S7,APID
CALR,P27797,,SGTB,Q96EQ0,APID
CALR,P27797,,TAF1B,Q53T94,APID
CALR,P27797,,SNF5,Q12824,APID
CALR,P27797,,1C07,P10321,APID
CALR,P27797,,SC6A4,P31645,APID
CALR,P27797,,TRFE,P02787,APID
CALR,P27797,,MYPR,P60201,APID
CALR,P27797,,TSHR,P16473,APID
CALR,P27797,,ITA3,P26006,APID
CALR,P27797,,SUMO4,Q6EEV6,APID
CALR,P27797,,PSA3,P25788,APID
CALR,P27797,,CDK2,P24941,APID
CALR,P27797,,CLN5,O75503,APID
CALR,P27797,,SOX2,P48431,APID
CALR,P27797,,LPP,Q93052,APID
CALR,P27797,,RFA3,P35244,APID
CALR,P27797,,SHLB1,Q9Y371,APID
CALR,P27797,,LGR4,Q9BXB1,APID
CALR,P27797,,HUWE1,Q7Z6Z7,APID
CALR,P27797,,SUZ12,Q15022,APID
CALR,P27797,,EGFR,P00533,APID
CALR,P27797,,NTRI,Q9P121,APID
CALR,P27797,,TCTP,P13693,APID
CALR,P27797,,PPME1,Q9Y570,APID
CALR,P27797,,HYPK,Q9NX55,APID
CALR,P27797,,LY86,O95711,APID
CALR,P27797,,OLFL3,Q9NRN5,APID
CALR,P27797,,PLOD1,Q02809,APID
CALR,P27797,,BMP1,P13497,APID
CALR,P27797,,NAGPA,Q9UK23,APID
CALR,P27797,,CH3L1,P36222,APID
RAP2A,P10114,,A1AT,P01009,APID
RAP2A,P10114,,SMAD1,Q15797,APID
RAP2A,P10114,,TGFR1,P36897,APID
RAP2A,P10114,,AFAD,P55196,APID
RAP2A,P10114,,RASF5,Q5EBH1,APID
RAP2A,P10114,,ERG24,O76062,APID
RAP2A,P10114,,Q5EB61,Q5EB61,APID
RAP2A,P10114,,MINK1,Q9JM52,APID
RAP2A,P10114,,NMDE4,O15399,APID
RAP2A,P10114,,RPGF5,Q92565,APID
RAP2A,P10114,,NMDZ1,Q05586,APID
RAP2A,P10114,,ACVR1,Q04771,APID
RAP2A,P10114,,BMR1B,O00238,APID
RAP2A,P10114,,PHF19,Q5T6S3,APID
RAP2A,P10114,,P2Y14,Q15391,APID
RAP2A,P10114,,T185A,Q8NFB2,APID
RAP2A,P10114,,ATM,Q13315,APID
GNA1,Q96EK6,,PSB8,P28062,APID
GNA1,Q96EK6,,DMBX1,Q8NFW5,APID
GNA1,Q96EK6,,C1QA,P02745,APID
GNA1,Q96EK6,,MCM2,P49736,APID
GNA1,Q96EK6,,OR5F1,O95221,APID
GNA1,Q96EK6,,TAU,P10636,APID
DPOD1,P28340,,SRC,P12931,APID
DPOD1,P28340,,GRB2,P62993,APID
DPOD1,P28340,,CRTC3,Q6UUV7,APID
DPOD1,P28340,,OTU1,Q5VVQ6,APID
DPOD1,P28340,,GAR1,Q9NY12,APID
DPOD1,P28340,,CE192,Q8TEP8,APID
DPOD1,P28340,,AP3B1,O00203,APID
DPOD1,P28340,,ATRX,P46100,APID
DPOD1,P28340,,MFAP1,P55081,APID
DPOD1,P28340,,NOLC1,Q14978,APID
DPOD1,P28340,,NAF1,Q96HR8,APID
DPOD1,P28340,,EAF1,Q96JC9,APID
DPOD1,P28340,,RBM14,Q96PK6,APID
DPOD1,P28340,,E2AK1,Q9BQI3,APID
DPOD1,P28340,,DDX20,Q9UHI6,APID
DPOD1,P28340,,GBRL2,P60520,APID
DPOD1,P28340,,ARF6,P62330,APID
DPOD1,P28340,,TP4A3,O75365,APID
DPOD1,P28340,,MAGA6,P43360,APID
DPOD1,P28340,,GSTK1,Q9Y2Q3,APID
DPOD1,P28340,,TREX2,Q9BQ50,APID
DPOD1,P28340,,RFA2,P15927,APID
DPOD1,P28340,,RFA1,P27694,APID
DPOD1,P28340,,TBD2A,Q9BYX2,APID
DPOD1,P28340,,WDR44,Q5JSH3,APID
DPOD1,P28340,,NSS,P12792,APID
DPOD1,P28340,,ABL1,P00519,APID
DPOD1,P28340,,FYN,P06241,APID
DPOD1,P28340,,SNW1,Q13573,APID
DPOD1,P28340,,CDC5L,Q99459,APID
DPOD1,P28340,,TE2IP,Q9NYB0,APID
DPOD1,P28340,,KDM4A,O75164,APID
DPOD1,P28340,,CD3Z,P20963,APID
DPOD1,P28340,,XPO1,Q6P5F9,APID
DPOD1,P28340,,PCNA,P17918,APID
DPOD1,P28340,,CNOT2,Q9NZN8,APID
DPOD1,P28340,,MYH7,P12883,APID
DPOD1,P28340,,MK06,Q16659,APID
DPOD1,P28340,,HSC20,Q8IWL3,APID
DPOD1,P28340,,ATL4,Q6UY14,APID
DPOD1,P28340,,LASP1,Q14847,APID
DPOD1,P28340,,SCG1,P05060,APID
DPOD1,P28340,,CE126,Q9P2H0,APID
DPOD1,P28340,,MGMT,P16455,APID
DPOD1,P28340,,TERF2,Q15554,APID
DPOD1,P28340,,PIDD1,Q9HB75,APID
DPOD1,P28340,,MIB1,Q804S5,APID
DPOD1,P28340,,CUL3,Q13618,APID
DPOD1,P28340,,CUL1,Q13616,APID
DPOD1,P28340,,CSN5,Q92905,APID
DPOD1,P28340,,CSN6,Q7L5N1,APID
DPOD1,P28340,,CCND3,P30281,APID
DPOD1,P28340,,CIP4,Q15642,APID
DPOD1,P28340,,SEN2,Q8NCE0,APID
DPOD1,P28340,,WASF2,Q9Y6W5,APID
DPOD1,P28340,,RING2,Q99496,APID
DPOD1,P28340,,GFOD1,Q9NXC2,APID
DPOD1,P28340,,RHG25,P42331,APID
DPOD1,P28340,,NTRK1,P04629,APID
DPOD1,P28340,,XPO1,O14980,APID
DPOD1,P28340,,RN126,Q9BV68,APID
DPOD1,P28340,,ZN746,Q6NUN9,APID
DPOD1,P28340,,EIF1A,Q8N9N8,APID
DPOD1,P28340,,PHKG2,P15735,APID
DPOD1,P28340,,LBHD1,Q9BQE6,APID
DPOD1,P28340,,FA46A,Q96IP4,APID
STAT6,P42226,,Q8D0I9,Q8D0I9,APID
STAT6,P42226,,Q7CKK4,Q7CKK4,APID
STAT6,P42226,,GCSP,Q8ZHI8,APID
STAT6,P42226,,EFG,Q8ZJB3,APID
STAT6,P42226,,Q81ZF3,Q81ZF3,APID
STAT6,P42226,,Q81X21,Q81X21,APID
STAT6,P42226,,PNP,Q81WM8,APID
STAT6,P42226,,Q81RJ7,Q81RJ7,APID
STAT6,P42226,,Q81NS9,Q81NS9,APID
STAT6,P42226,,Q81MY7,Q81MY7,APID
STAT6,P42226,,GSA,Q5NGB9,APID
STAT6,P42226,,Q81NB9,Q81NB9,APID
STAT6,P42226,,MAVS,Q7Z434,APID
STAT6,P42226,,NMI,Q13287,APID
STAT6,P42226,,H32,Q71DI3,APID
STAT6,P42226,,PAR14,Q460N5,APID
STAT6,P42226,,TIF1A,O15164,APID
STAT6,P42226,,DAZP2,Q15038,APID
STAT6,P42226,,CEBPZ,Q03701,APID
STAT6,P42226,,WWP1,Q9H0M0,APID
STAT6,P42226,,RNF12,Q9NVW2,APID
STAT6,P42226,,ANKZ1,Q9H8Y5,APID
STAT6,P42226,,ZN407,Q9C0G0,APID
STAT6,P42226,,ZBTB2,Q8N680,APID
STAT6,P42226,,ZNF92,Q03936,APID
STAT6,P42226,,SFPQ,P23246,APID
STAT6,P42226,,API5,Q9BZZ5,APID
STAT6,P42226,,EHD1,Q9H4M9,APID
STAT6,P42226,,PDE12,Q6L8Q7,APID
STAT6,P42226,,PGTB1,P53609,APID
STAT6,P42226,,FCL,Q13630,APID
STAT6,P42226,,MNMG,Q8Z9R8,APID
STAT6,P42226,,Q8D014,Q8D014,APID
STAT6,P42226,,UGPC,Q74R28,APID
STAT6,P42226,,Q7CKD3,Q7CKD3,APID
STAT6,P42226,,Q7CL87,Q7CL87,APID
STAT6,P42226,,Q7CK53,Q7CK53,APID
STAT6,P42226,,Q7CJ44,Q7CJ44,APID
STAT6,P42226,,CHBG,Q8ZDA6,APID
STAT6,P42226,,ARNA,Q8ZDX8,APID
STAT6,P42226,,Q81S17,Q81S17,APID
STAT6,P42226,,GATB,Q5NIP5,APID
STAT6,P42226,,AP2C,Q92754,APID
STAT6,P42226,,KIF22,Q14807,APID
STAT6,P42226,,POLK,Q9UBT6,APID
STAT6,P42226,,IL4RA,P24394,APID
STAT6,P42226,,ANXA2,P07355,APID
STAT6,P42226,,CEBPE,Q15744,APID
STAT6,P42226,,SH3L1,O75368,APID
STAT6,P42226,,VKOR1,Q9BQB6,APID
STAT6,P42226,,TIF1B,Q13263,APID
STAT6,P42226,,RCN3,Q96D15,APID
STAT6,P42226,,UBP8,P40818,APID
CAZA2,P47755,,RBBP6,Q7Z6E9,APID
CAZA2,P47755,,RHGBA,Q6P4F7,APID
CAZA2,P47755,,ARHGH,Q96PE2,APID
CAZA2,P47755,,SSFA2,P28290,APID
CAZA2,P47755,,MYPT1,O14974,APID
CAZA2,P47755,,PP1A,P62136,APID
CAZA2,P47755,,GELS,P06396,APID
CAZA2,P47755,,ITPR1,Q14643,APID
CAZA2,P47755,,E9PMP7,E9PMP7,APID
CAZA2,P47755,,CHM4B,Q9H444,APID
CAZA2,P47755,,F161A,Q3B820,APID
CAZA2,P47755,,LIN7C,Q9NUP9,APID
CAZA2,P47755,,TIM13,Q9Y5L4,APID
CAZA2,P47755,,TPM3,P06753,APID
CAZA2,P47755,,ADDG,Q9UEY8,APID
CAZA2,P47755,,P3C2A,O00443,APID
CAZA2,P47755,,KCC2G,Q13555,APID
CAZA2,P47755,,HIP1R,O75146,APID
CAZA2,P47755,,GNAI2,P04899,APID
CAZA2,P47755,,COX6C,P09669,APID
CAZA2,P47755,,CDIPT,O14735,APID
CAZA2,P47755,,CD2AP,Q9Y5K6,APID
CAZA2,P47755,,RHG21,Q5T5U3,APID
CAZA2,P47755,,H0Y2S9,H0Y2S9,APID
CAZA2,P47755,,MTCL1,Q9Y4B5,APID
CAZA2,P47755,,INT3,Q68E01,APID
CAZA2,P47755,,H3BSK8,H3BSK8,APID
CAZA2,P47755,,AP2A1,O95782,APID
CAZA2,P47755,,FCHO2,Q0JRZ9,APID
CAZA2,P47755,,F8VWL3,F8VWL3,APID
CAZA2,P47755,,PSMD4,P55036,APID
CAZA2,P47755,,CLH2,P53675,APID
CAZA2,P47755,,N4BP3,O15049,APID
CAZA2,P47755,,ITPR3,Q14573,APID
CAZA2,P47755,,AMOL1,Q8IY63,APID
CAZA2,P47755,,DIXC1,Q155Q3,APID
CAZA2,P47755,,EPS15,P42566,APID
CAZA2,P47755,,CYTSB,Q5M775,APID
CAZA2,P47755,,CAR10,Q9BWT7,APID
CAZA2,P47755,,MISP,Q8IVT2,APID
CAZA2,P47755,,DOCK7,Q96N67,APID
CAZA2,P47755,,AFAP1,Q8N556,APID
CAZA2,P47755,,ABLM1,O14639,APID
CAZA2,P47755,,BACD2,Q13829,APID
CAZA2,P47755,,FLOT1,O75955,APID
CAZA2,P47755,,MYL6B,P14649,APID
CAZA2,P47755,,MPRIP,Q6WCQ1,APID
CAZA2,P47755,,LIMA1,Q9UHB6,APID
CAZA2,P47755,,E9PJK4,E9PJK4,APID
CAZA2,P47755,,TPM4,P67936,APID
CAZA2,P47755,,ITPR2,Q14571,APID
CAZA2,P47755,,MYPN,Q86TC9,APID
CAZA2,P47755,,ZN106,Q9H2Y7,APID
CAZA2,P47755,,NEXN,Q0ZGT2,APID
CAZA2,P47755,,TMOD1,P28289,APID
CAZA2,P47755,,SRBS2,O94875,APID
CAZA2,P47755,,IPO7,O95373,APID
CAZA2,P47755,,LRCH3,Q96II8,APID
CAZA2,P47755,,CARL1,Q5VZK9,APID
CAZA2,P47755,,DAPK3,O43293,APID
CAZA2,P47755,,CLH1,Q00610,APID
CAZA2,P47755,,CLIC1,O00299,APID
CAZA2,P47755,,LUZP1,Q86V48,APID
CAZA2,P47755,,BICC1,Q9H694,APID
CAZA2,P47755,,RGAP1,Q9H0H5,APID
CAZA2,P47755,,LMO7,Q8WWI1,APID
CAZA2,P47755,,WAC2A,Q641Q2,APID
CAZA2,P47755,,EPN4,Q14677,APID
CAZA2,P47755,,FLII,Q13045,APID
CAZA2,P47755,,PKHG3,A1L390,APID
CAZA2,P47755,,ADX,P10109,APID
CAZA2,P47755,,BST2,Q10589,APID
CAZA2,P47755,,CLCB,P09497,APID
CAZA2,P47755,,IQGA1,P46940,APID
CAZA2,P47755,,LPPRC,P42704,APID
CAZA2,P47755,,MTFR1,Q15390,APID
CAZA2,P47755,,TMOD3,Q9NYL9,APID
CAZA2,P47755,,NUMB,P49757,APID
CAZA2,P47755,,PICAL,Q13492,APID
CAZA2,P47755,,RAI14,Q9P0K7,APID
CAZA2,P47755,,TPRN,Q4KMQ1,APID
